
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
acquired_liver_cyst : without label [fr, en]
acquired_liver_cyst : without definition [fr, en]
kidney_infection : without label [fr, en]
kidney_infection : without definition [fr, en]
sensorineural_hearing_loss : without label [fr, en]
sensorineural_hearing_loss : without definition [fr, en]
missing_vertebra : without label [fr, en]
missing_vertebra : without definition [fr, en]
lymphoreticular_tumor : without label [fr, en]
lymphoreticular_tumor : without definition [fr, en]
cardiac_disease : without label [fr, en]
cardiac_disease : without definition [fr, en]
enhancing_extraaxial_intracranial_mass : without label [fr, en]
enhancing_extraaxial_intracranial_mass : without definition [fr, en]
bronchial_compression : without label [fr, en]
bronchial_compression : without definition [fr, en]
intellectual_deficit_unusual_facies : without label [fr, en]
intellectual_deficit_unusual_facies : without definition [fr, en]
laryngeal_papilloma : without label [fr, en]
laryngeal_papilloma : without definition [fr, en]
necrotic_testicular_neoplasm : without label [fr, en]
necrotic_testicular_neoplasm : without definition [fr, en]
OEIS_complex : without label [fr, en]
OEIS_complex : without definition [fr, en]
desmosterolosis : without label [fr, en]
desmosterolosis : without definition [fr, en]
infratemporal_fossa_lesion : without label [fr, en]
infratemporal_fossa_lesion : without definition [fr, en]
solitary_osteolytic_skull_lesion : without label [fr, en]
solitary_osteolytic_skull_lesion : without definition [fr, en]
_M_syndrome : without label [fr, en]
_M_syndrome : without definition [fr, en]
delayed_development_of_speech : without label [fr, en]
delayed_development_of_speech : without definition [fr, en]
marfanoid_hypermobility_syndrome : without label [fr, en]
marfanoid_hypermobility_syndrome : without definition [fr, en]
DOID_14705 : without label [fr, en]
DOID_14705 : without definition [fr, en]
meningiosarcoma : without label [fr, en]
meningiosarcoma : without definition [fr, en]
muscle_hypertrophy : without label [fr, en]
muscle_hypertrophy : without definition [fr, en]
colitis_of_ascending_colon : without label [fr, en]
colitis_of_ascending_colon : without definition [fr, en]
drug_abuse : without label [fr, en]
drug_abuse : without definition [fr, en]
epiglottic_cyst : without label [fr, en]
epiglottic_cyst : without definition [fr, en]
metastasis_to_lung : without label [fr, en]
metastasis_to_lung : without definition [fr, en]
Legionella_pneumonia : without label [fr, en]
Legionella_pneumonia : without definition [fr, en]
umbilical_vessel_catheterization : without label [fr, en]
umbilical_vessel_catheterization : without definition [fr, en]
lip_pit : without label [fr, en]
lip_pit : without definition [fr, en]
dermatofibrosarcoma_protuberans : without label [fr, en]
dermatofibrosarcoma_protuberans : without definition [fr, en]
nasopharyngeal_tumor : without label [fr, en]
nasopharyngeal_tumor : without definition [fr, en]
nonsecretory_cyst : without label [fr, en]
nonsecretory_cyst : without definition [fr, en]
tricuspid_stenosis_or_insufficiency : without label [fr, en]
tricuspid_stenosis_or_insufficiency : without definition [fr, en]
developmental_malformations_deafness_dystonia : without label [fr, en]
developmental_malformations_deafness_dystonia : without definition [fr, en]
tracheal_lesion : without label [fr, en]
tracheal_lesion : without definition [fr, en]
brachydactyly_hypertension_syndrome : without label [fr, en]
brachydactyly_hypertension_syndrome : without definition [fr, en]
elevated_venous_pressure : without label [fr, en]
elevated_venous_pressure : without definition [fr, en]
chronic_petrositis : without label [fr, en]
chronic_petrositis : without definition [fr, en]
narrow_lumbar_canal : without label [fr, en]
narrow_lumbar_canal : without definition [fr, en]
neurocysticercosis : without label [fr, en]
neurocysticercosis : without definition [fr, en]
angioinvasive_fungal_disease : without label [fr, en]
angioinvasive_fungal_disease : without definition [fr, en]
hyperkalemic_periodic_paralysis : without label [fr, en]
hyperkalemic_periodic_paralysis : without definition [fr, en]
telangiectatic_osteosarcoma : without label [fr, en]
telangiectatic_osteosarcoma : without definition [fr, en]
chromosome_18_short_arm_partial_deletion : without label [fr, en]
chromosome_18_short_arm_partial_deletion : without definition [fr, en]
hydrochlorothiazide : without label [fr, en]
hydrochlorothiazide : without definition [fr, en]
oligodontia_cancer_predisposition_syndrome : without label [fr, en]
oligodontia_cancer_predisposition_syndrome : without definition [fr, en]
fragile_X_syndrome : without label [fr, en]
fragile_X_syndrome : without definition [fr, en]
Takotsubo_shaped_cardiomyopathy : without label [fr, en]
Takotsubo_shaped_cardiomyopathy : without definition [fr, en]
bullous_emphysema : without label [fr, en]
bullous_emphysema : without definition [fr, en]
chylous_ascites : without label [fr, en]
chylous_ascites : without definition [fr, en]
congenital_knee_dislocation : without label [fr, en]
congenital_knee_dislocation : without definition [fr, en]
HP_0002514 : without label [fr, en]
HP_0002514 : without definition [fr, en]
oligodontia : without label [fr, en]
oligodontia : without definition [fr, en]
HP_0002516 : without label [fr, en]
HP_0002516 : without definition [fr, en]
carcinoma_of_kidney : without label [fr, en]
carcinoma_of_kidney : without definition [fr, en]
cyst_like_dactylitis : without label [fr, en]
cyst_like_dactylitis : without definition [fr, en]
hyperphenylalaninemia : without label [fr, en]
hyperphenylalaninemia : without definition [fr, en]
coat_disease : without label [fr, en]
coat_disease : without definition [fr, en]
coxsackie_virus : without label [fr, en]
coxsackie_virus : without definition [fr, en]
systemic_capillary_leak_syndrome : without label [fr, en]
systemic_capillary_leak_syndrome : without definition [fr, en]
ulnar_ray_hypoplasia : without label [fr, en]
ulnar_ray_hypoplasia : without definition [fr, en]
dural_arteriovenous_malformation : without label [fr, en]
dural_arteriovenous_malformation : without definition [fr, en]
Desbuquois_dysplasia_with_accessory_ossification_center_in_digit_2 : without label [fr, en]
Desbuquois_dysplasia_with_accessory_ossification_center_in_digit_2 : without definition [fr, en]
lymphoma_of_retrorectal_soft_tissues : without label [fr, en]
lymphoma_of_retrorectal_soft_tissues : without definition [fr, en]
hypoprothrombinemia : without label [fr, en]
hypoprothrombinemia : without definition [fr, en]
limb_reduction_defect_and_renal_dysplasia : without label [fr, en]
limb_reduction_defect_and_renal_dysplasia : without definition [fr, en]
abnormal_fibula : without label [fr, en]
abnormal_fibula : without definition [fr, en]
retractile_mesenteritis : without label [fr, en]
retractile_mesenteritis : without definition [fr, en]
bilateral_testes : without label [fr, en]
bilateral_testes : without definition [fr, en]
glycogen_storage_disease : without label [fr, en]
glycogen_storage_disease : without definition [fr, en]
trisomy_7p : without label [fr, en]
trisomy_7p : without definition [fr, en]
MELAS_syndrome : without label [fr, en]
MELAS_syndrome : without definition [fr, en]
pseudopolyp : without label [fr, en]
pseudopolyp : without definition [fr, en]
radiation_osteitis : without label [fr, en]
radiation_osteitis : without definition [fr, en]
congenital_mandibular_hypoplasia : without label [fr, en]
congenital_mandibular_hypoplasia : without definition [fr, en]
low_grade_intramedullary_osteosarcoma : without label [fr, en]
low_grade_intramedullary_osteosarcoma : without definition [fr, en]
hypogenetic_lung : without label [fr, en]
hypogenetic_lung : without definition [fr, en]
maternal_obesity : without label [fr, en]
maternal_obesity : without definition [fr, en]
granulomatous_lung_disease : without label [fr, en]
granulomatous_lung_disease : without definition [fr, en]
Kaufman_oculocerebrofacial_syndrome : without label [fr, en]
Kaufman_oculocerebrofacial_syndrome : without definition [fr, en]
solitary_poorly_demarcated_osteolytic_bone_lesion : without label [fr, en]
solitary_poorly_demarcated_osteolytic_bone_lesion : without definition [fr, en]
malabsorption_syndrome : without label [fr, en]
malabsorption_syndrome : without definition [fr, en]
surgical_liver_defect_packed_with_omental_fat : without label [fr, en]
surgical_liver_defect_packed_with_omental_fat : without definition [fr, en]
healed_retroperitoneal_abscess : without label [fr, en]
healed_retroperitoneal_abscess : without definition [fr, en]
prostate_carcinoma_metastasis : without label [fr, en]
prostate_carcinoma_metastasis : without definition [fr, en]
enlarged_lymphoid_tissue : without label [fr, en]
enlarged_lymphoid_tissue : without definition [fr, en]
generalized_pulmonary_arterial_hypovascularity : without label [fr, en]
generalized_pulmonary_arterial_hypovascularity : without definition [fr, en]
kissing_carotids : without label [fr, en]
kissing_carotids : without definition [fr, en]
asbestos_related_pleural_disease : without label [fr, en]
asbestos_related_pleural_disease : without definition [fr, en]
melanocytoma : without label [fr, en]
melanocytoma : without definition [fr, en]
postinfectious : without label [fr, en]
postinfectious : without definition [fr, en]
premature_closure_of_sutures : without label [fr, en]
premature_closure_of_sutures : without definition [fr, en]
optic_ataxia : without label [fr, en]
optic_ataxia : without definition [fr, en]
subjacent_acute_cerebral_infarction : without label [fr, en]
subjacent_acute_cerebral_infarction : without definition [fr, en]
preaxial_polydactyly_of_the_foot : without label [fr, en]
preaxial_polydactyly_of_the_foot : without definition [fr, en]
bullae : without label [fr, en]
bullae : without definition [fr, en]
diabetes_mellitus : without label [fr, en]
diabetes_mellitus : without definition [fr, en]
abnormal_left_upper_quadrant_abdominal_gas_collection : without label [fr, en]
abnormal_left_upper_quadrant_abdominal_gas_collection : without definition [fr, en]
familial_protrusio_acetabuli : without label [fr, en]
familial_protrusio_acetabuli : without definition [fr, en]
Waardenburg_anophthalmia_syndrome : without label [fr, en]
Waardenburg_anophthalmia_syndrome : without definition [fr, en]
trisomy_9p : without label [fr, en]
trisomy_9p : without definition [fr, en]
renal_glucosuria : without label [fr, en]
renal_glucosuria : without definition [fr, en]
serpentine_fibula_polycystic_kidney_syndrome : without label [fr, en]
serpentine_fibula_polycystic_kidney_syndrome : without definition [fr, en]
hypothalamic_dysfunction : without label [fr, en]
hypothalamic_dysfunction : without definition [fr, en]
pyridoxine_dependent_seizures : without label [fr, en]
pyridoxine_dependent_seizures : without definition [fr, en]
LAMB_syndrome : without label [fr, en]
LAMB_syndrome : without definition [fr, en]
neuroacanthocytosis : without label [fr, en]
neuroacanthocytosis : without definition [fr, en]
squamous_cell_carcinoma_of_skin : without label [fr, en]
squamous_cell_carcinoma_of_skin : without definition [fr, en]
pseudolymphoma : without label [fr, en]
pseudolymphoma : without definition [fr, en]
diuretic_phase_of_acute_renal_failure : without label [fr, en]
diuretic_phase_of_acute_renal_failure : without definition [fr, en]
eosinophilic_granuloma : without label [fr, en]
eosinophilic_granuloma : without definition [fr, en]
metasis_from_carcinoma_of_lung : without label [fr, en]
metasis_from_carcinoma_of_lung : without definition [fr, en]
J_shaped_sella_turcica : without label [fr, en]
J_shaped_sella_turcica : without definition [fr, en]
penicillamine : without label [fr, en]
penicillamine : without definition [fr, en]
diabetic_myelopathy : without label [fr, en]
diabetic_myelopathy : without definition [fr, en]
normal_menses : without label [fr, en]
normal_menses : without definition [fr, en]
broad_thumbs : without label [fr, en]
broad_thumbs : without definition [fr, en]
truncus_arteriosus_type_1 : without label [fr, en]
truncus_arteriosus_type_1 : without definition [fr, en]
DOID_14764 : without label [fr, en]
DOID_14764 : without definition [fr, en]
mycobacterial_infection : without label [fr, en]
mycobacterial_infection : without definition [fr, en]
rapidly_progressive_coxarthrosis : without label [fr, en]
rapidly_progressive_coxarthrosis : without definition [fr, en]
atelosteogenesis : without label [fr, en]
